title,sinopsis,rating,genre
 Spectre,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",6.8,"['Action', 'Adventure', 'Thriller']"
 Citizen Kane,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",8.3,"['Drama', 'Mystery']"
 The Mummy,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",7.1,"['Action', 'Adventure', 'Fantasy']"
 X-Men: Apocalypse,"In the 1980s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.",6.8,"['Action', 'Adventure', 'Sci-Fi']"
 In Bruges,"After a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",7.9,"['Comedy', 'Crime', 'Drama']"
 Wreck-It Ralph,Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.,7.7,"['Animation', 'Adventure', 'Comedy']"
 Bullet Train,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,7.3,"['Action', 'Comedy', 'Thriller']"
 Dark,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",8.7,"['Crime', 'Drama', 'Mystery']"
 The Exorcist,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",8.1,['Horror']
 Predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,7.8,"['Action', 'Adventure', 'Horror']"
 Howl's Moving Castle,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,"['Animation', 'Adventure', 'Family']"
 The Da Vinci Code,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",6.6,"['Mystery', 'Thriller']"
 Jumanji: Welcome to the Jungle,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",7.0,"['Action', 'Adventure', 'Comedy']"
 Big Fish,A frustrated son tries to determine the fact from fiction in his dying father's life.,8.0,"['Adventure', 'Drama', 'Fantasy']"
 The Cabin in the Woods,A group of kids go to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a world-wide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,7.0,"['Horror', 'Mystery', 'Thriller']"
 Passengers,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,7.0,"['Drama', 'Romance', 'Sci-Fi']"
 American Gangster,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",7.8,"['Biography', 'Crime', 'Drama']"
 Ghostbusters,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",7.8,"['Action', 'Comedy', 'Fantasy']"
 Ant-Man and the Wasp,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",7.0,"['Action', 'Adventure', 'Comedy']"
 Glass Onion,"Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.",7.1,"['Comedy', 'Crime', 'Drama']"
 Room,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",8.1,"['Drama', 'Thriller']"
 The Princess Bride,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",8.0,"['Adventure', 'Comedy', 'Family']"
 Armageddon,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",6.7,"['Action', 'Adventure', 'Sci-Fi']"
 Tropic Thunder,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",7.1,"['Action', 'Comedy', 'War']"
 In Time,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Will Salas is accused of murder and on the run with a hostage.",6.7,"['Action', 'Sci-Fi', 'Thriller']"
 28 Days Later,"Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.",7.5,"['Drama', 'Horror', 'Sci-Fi']"
 No Time to Die,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",7.3,"['Action', 'Adventure', 'Thriller']"
 Midnight in Paris,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",7.6,"['Comedy', 'Fantasy', 'Romance']"
 Jojo Rabbit,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.",7.9,"['Comedy', 'Drama', 'War']"
 House of the Dragon,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",8.3,"['Action', 'Adventure', 'Drama']"
 The Shape of Water,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",7.3,"['Drama', 'Fantasy', 'Romance']"
 King Kong,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",7.2,"['Action', 'Adventure', 'Romance']"
 Stand by Me,A writer recounts a childhood journey with his friends to find the body of a missing boy.,8.1,"['Adventure', 'Comedy', 'Drama']"
 Brave,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",7.1,"['Animation', 'Action', 'Adventure']"
 Borat,Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.,7.4,['Comedy']
 Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",7.7,"['Crime', 'Drama', 'Thriller']"
 The Lost World: Jurassic Park,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",6.6,"['Action', 'Adventure', 'Sci-Fi']"
 Unbreakable,A man learns something extraordinary about himself after a devastating accident.,7.3,"['Drama', 'Mystery', 'Sci-Fi']"
 Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",7.1,['Comedy']
 Shang-Chi and the Legend of the Ten Rings,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",7.4,"['Action', 'Adventure', 'Fantasy']"
 Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",7.5,"['Action', 'Adventure', 'Crime']"
 Godzilla,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",6.4,"['Action', 'Adventure', 'Sci-Fi']"
 Alice in Wonderland,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",6.4,"['Adventure', 'Family', 'Fantasy']"
 Madagascar,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",6.9,"['Animation', 'Adventure', 'Comedy']"
 Zack Snyder's Justice League,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",7.9,"['Action', 'Adventure', 'Fantasy']"
 The Breakfast Club,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,7.8,"['Comedy', 'Drama']"
 Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",8.1,"['Drama', 'War']"
 Free Guy,"When Guy, a bank teller, learns that he is a non-player character in a bloodthirsty, open-world video game, he goes on to become the hero of the story and takes the responsibility of saving the world.",7.1,"['Action', 'Adventure', 'Comedy']"
 Princess Mononoke,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",8.3,"['Animation', 'Adventure', 'Fantasy']"
 3 Idiots,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,"['Comedy', 'Drama']"
